,code1,code2,code3,code4
5724,O,P,V,
5725,V,,,
5726,B,C,D,G
5727,B,C,D,G
5728,F,D,G,
5729,I,J,X,
5730,S,R,T,
5731,S,R,T,
5732,B,C,D,G
5733,N,O,P,V
5734,D,G,,
5735,M,O,P,V
5736,O,P,V,
5737,T,,,
5738,J,X,,
5739,N,O,P,V
5740,F,D,G,
5741,G,,,
5742,Q,R,T,
5743,T,,,
5744,W,S,R,T
5745,E,F,D,G
5746,G,,,
5747,D,G,,
5748,U,Q,R,T
5749,F,D,G,
5750,P,V,,
5751,V,,,
5752,C,D,G,
5753,U,Q,R,T
5754,O,P,V,
5755,I,J,X,
5756,V,,,
5757,D,G,,
5758,P,V,,
5759,F,D,G,
5760,A,C,D,G
5761,L,O,P,V
5762,D,G,,
5763,C,D,G,
5764,T,,,
5765,A,C,D,G
5766,A,C,D,G
5767,E,F,D,G
5768,J,X,,
5769,U,Q,R,T
5770,T,,,
5771,S,R,T,
5772,P,V,,
5773,G,,,
5774,G,,,
5775,O,P,V,
5776,G,,,
5777,E,F,D,G
5778,E,F,D,G
5779,W,S,R,T
5780,F,D,G,
5781,D,G,,
5782,H,I,J,X
5783,W,S,R,T
5784,B,C,D,G
5785,N,O,P,V
5786,L,O,P,V
5787,N,O,P,V
5788,H,I,J,X
5789,L,O,P,V
5790,O,P,V,
5791,V,,,
5792,I,J,X,
5793,Q,R,T,
5794,J,X,,
5795,K,J,X,
5796,Q,R,T,
5797,S,R,T,
5798,D,G,,
5799,V,,,
5800,H,I,J,X
5801,M,O,P,V
5802,C,D,G,
5803,Q,R,T,
5804,O,P,V,
5805,M,O,P,V
5806,F,D,G,
5807,L,O,P,V
5808,C,D,G,
5809,G,,,
5810,U,Q,R,T
5811,O,P,V,
5812,N,O,P,V
5813,Q,R,T,
5814,H,I,J,X
5815,V,,,
5816,C,D,G,
5817,X,,,
5818,O,P,V,
5819,U,Q,R,T
5820,X,,,
5821,L,O,P,V
5822,X,,,
5823,R,T,,
5824,Q,R,T,
5825,W,S,R,T
5826,K,J,X,
5827,X,,,
5828,S,R,T,
5829,H,I,J,X
5830,H,I,J,X
5831,H,I,J,X
5832,E,F,D,G
5833,H,I,J,X
5834,P,V,,
5835,G,,,
5836,E,F,D,G
5837,V,,,
5838,M,O,P,V
5839,M,O,P,V
5840,S,R,T,
5841,N,O,P,V
5842,X,,,
5843,W,S,R,T
5844,B,C,D,G
5845,V,,,
5846,U,Q,R,T
5847,U,Q,R,T
5848,H,I,J,X
5849,D,G,,
5850,J,X,,
5851,M,O,P,V
5852,K,J,X,
5853,W,S,R,T
5854,M,O,P,V
5855,J,X,,
5856,B,C,D,G
5857,W,S,R,T
5858,I,J,X,
5859,O,P,V,
5860,B,C,D,G
5861,W,S,R,T
5862,U,Q,R,T
5863,A,C,D,G
5864,B,C,D,G
5865,V,,,
5866,H,I,J,X
5867,J,X,,
5868,X,,,
5869,O,P,V,
5870,D,G,,
5871,I,J,X,
5872,C,D,G,
5873,V,,,
5874,F,D,G,
5875,F,D,G,
5876,V,,,
5877,G,,,
5878,O,P,V,
5879,I,J,X,
5880,H,I,J,X
5881,X,,,
5882,X,,,
5883,A,C,D,G
5884,S,R,T,
5885,M,O,P,V
5886,T,,,
5887,B,C,D,G
5888,S,R,T,
5889,D,G,,
5890,Q,R,T,
5891,C,D,G,
5892,P,V,,
5893,G,,,
5894,A,C,D,G
5895,Q,R,T,
5896,T,,,
5897,V,,,
5898,E,F,D,G
5899,M,O,P,V
5900,G,,,
5901,B,C,D,G
5902,T,,,
5903,D,G,,
5904,I,J,X,
5905,J,X,,
5906,E,F,D,G
5907,I,J,X,
5908,G,,,
5909,A,C,D,G
5910,W,S,R,T
5911,K,J,X,
5912,G,,,
5913,Q,R,T,
5914,J,X,,
5915,V,,,
5916,P,V,,
5917,H,I,J,X
5918,B,C,D,G
5919,G,,,
5920,N,O,P,V
5921,I,J,X,
5922,N,O,P,V
5923,I,J,X,
5924,J,X,,
5925,M,O,P,V
5926,C,D,G,
5927,F,D,G,
5928,I,J,X,
5929,M,O,P,V
5930,B,C,D,G
5931,P,V,,
5932,O,P,V,
5933,E,F,D,G
5934,V,,,
5935,E,F,D,G
5936,A,C,D,G
5937,O,P,V,
5938,O,P,V,
5939,C,D,G,
5940,H,I,J,X
5941,F,D,G,
5942,M,O,P,V
5943,M,O,P,V
5944,K,J,X,
5945,M,O,P,V
5946,G,,,
5947,R,T,,
5948,T,,,
5949,U,Q,R,T
5950,K,J,X,
5951,H,I,J,X
5952,M,O,P,V
5953,D,G,,
5954,Q,R,T,
5955,W,S,R,T
5956,B,C,D,G
5957,E,F,D,G
5958,M,O,P,V
5959,M,O,P,V
5960,M,O,P,V
5961,I,J,X,
5962,S,R,T,
5963,P,V,,
5964,N,O,P,V
5965,Q,R,T,
5966,O,P,V,
5967,K,J,X,
5968,K,J,X,
5969,X,,,
5970,R,T,,
5971,L,O,P,V
5972,P,V,,
5973,S,R,T,
5974,L,O,P,V
5975,S,R,T,
5976,E,F,D,G
5977,S,R,T,
5978,C,D,G,
5979,K,J,X,
5980,N,O,P,V
5981,K,J,X,
5982,A,C,D,G
5983,G,,,
5984,M,O,P,V
5985,B,C,D,G
5986,B,C,D,G
5987,I,J,X,
5988,T,,,
5989,C,D,G,
5990,T,,,
5991,P,V,,
5992,A,C,D,G
5993,M,O,P,V
5994,O,P,V,
5995,I,J,X,
5996,C,D,G,
5997,G,,,
5998,U,Q,R,T
5999,B,C,D,G
6000,I,J,X,
6001,K,J,X,
6002,M,O,P,V
6003,V,,,
6004,H,I,J,X
6005,U,Q,R,T
6006,B,C,D,G
6007,W,S,R,T
6008,K,J,X,
6009,D,G,,
6010,N,O,P,V
6011,F,D,G,
6012,P,V,,
6013,V,,,
6014,P,V,,
6015,B,C,D,G
6016,G,,,
6017,V,,,
6018,P,V,,
6019,K,J,X,
6020,N,O,P,V
6021,C,D,G,
6022,S,R,T,
6023,N,O,P,V
6024,O,P,V,
6025,M,O,P,V
6026,W,S,R,T
6027,I,J,X,
6028,R,T,,
6029,D,G,,
6030,E,F,D,G
6031,X,,,
6032,M,O,P,V
6033,J,X,,
6034,L,O,P,V
6035,T,,,
6036,M,O,P,V
6037,I,J,X,
6038,X,,,
6039,K,J,X,
6040,D,G,,
6041,F,D,G,
6042,S,R,T,
6043,F,D,G,
6044,V,,,
6045,B,C,D,G
6046,R,T,,
6047,P,V,,
6048,U,Q,R,T
6049,W,S,R,T
6050,S,R,T,
6051,V,,,
6052,G,,,
6053,U,Q,R,T
6054,W,S,R,T
6055,C,D,G,
6056,M,O,P,V
6057,M,O,P,V
6058,Q,R,T,
6059,L,O,P,V
6060,N,O,P,V
6061,L,O,P,V
6062,W,S,R,T
6063,R,T,,
6064,B,C,D,G
6065,V,,,
6066,C,D,G,
6067,S,R,T,
6068,V,,,
6069,F,D,G,
6070,X,,,
6071,H,I,J,X
6072,D,G,,
6073,R,T,,
6074,C,D,G,
6075,F,D,G,
6076,O,P,V,
6077,U,Q,R,T
6078,U,Q,R,T
6079,N,O,P,V
6080,F,D,G,
6081,J,X,,
6082,L,O,P,V
6083,D,G,,
6084,U,Q,R,T
6085,C,D,G,
6086,J,X,,
6087,C,D,G,
6088,O,P,V,
6089,U,Q,R,T
6090,P,V,,
6091,S,R,T,
6092,E,F,D,G
6093,G,,,
6094,N,O,P,V
6095,I,J,X,
6096,Q,R,T,
6097,G,,,
6098,X,,,
6099,B,C,D,G
6100,F,D,G,
6101,M,O,P,V
6102,U,Q,R,T
6103,B,C,D,G
6104,N,O,P,V
6105,T,,,
6106,W,S,R,T
6107,N,O,P,V
6108,A,C,D,G
6109,L,O,P,V
6110,N,O,P,V
6111,J,X,,
6112,L,O,P,V
6113,G,,,
6114,T,,,
6115,J,X,,
6116,N,O,P,V
6117,O,P,V,
6118,G,,,
6119,Q,R,T,
6120,D,G,,
6121,N,O,P,V
6122,H,I,J,X
6123,Q,R,T,
6124,V,,,
6125,K,J,X,
6126,F,D,G,
6127,M,O,P,V
6128,D,G,,
6129,H,I,J,X
6130,A,C,D,G
6131,V,,,
6132,K,J,X,
6133,A,C,D,G
6134,X,,,
6135,V,,,
6136,F,D,G,
6137,A,C,D,G
6138,O,P,V,
6139,P,V,,
6140,G,,,
6141,A,C,D,G
6142,J,X,,
6143,B,C,D,G
6144,R,T,,
6145,J,X,,
6146,H,I,J,X
6147,F,D,G,
6148,A,C,D,G
6149,M,O,P,V
6150,V,,,
6151,K,J,X,
6152,R,T,,
6153,R,T,,
6154,D,G,,
6155,G,,,
6156,S,R,T,
6157,M,O,P,V
6158,H,I,J,X
6159,E,F,D,G
6160,V,,,
6161,D,G,,
6162,H,I,J,X
6163,H,I,J,X
6164,T,,,
6165,O,P,V,
6166,P,V,,
6167,E,F,D,G
6168,M,O,P,V
6169,P,V,,
6170,K,J,X,
6171,C,D,G,
6172,X,,,
6173,S,R,T,
6174,X,,,
6175,W,S,R,T
6176,W,S,R,T
6177,T,,,
6178,W,S,R,T
6179,B,C,D,G
6180,A,C,D,G
6181,R,T,,
6182,P,V,,
6183,R,T,,
6184,G,,,
6185,A,C,D,G
6186,B,C,D,G
6187,W,S,R,T
6188,G,,,
6189,S,R,T,
6190,B,C,D,G
6191,N,O,P,V
6192,T,,,
6193,D,G,,
6194,M,O,P,V
6195,M,O,P,V
6196,G,,,
6197,M,O,P,V
6198,O,P,V,
6199,L,O,P,V
6200,U,Q,R,T
6201,V,,,
6202,E,F,D,G
6203,B,C,D,G
6204,U,Q,R,T
6205,U,Q,R,T
6206,K,J,X,
6207,A,C,D,G
6208,J,X,,
6209,J,X,,
6210,C,D,G,
6211,H,I,J,X
6212,G,,,
6213,M,O,P,V
6214,W,S,R,T
6215,N,O,P,V
6216,F,D,G,
6217,G,,,
6218,W,S,R,T
6219,P,V,,
6220,P,V,,
6221,G,,,
6222,F,D,G,
6223,S,R,T,
6224,T,,,
6225,J,X,,
6226,G,,,
6227,G,,,
6228,E,F,D,G
6229,C,D,G,
6230,K,J,X,
6231,P,V,,
6232,B,C,D,G
6233,V,,,
6234,F,D,G,
6235,U,Q,R,T
6236,R,T,,
6237,O,P,V,
6238,R,T,,
6239,P,V,,
6240,V,,,
6241,O,P,V,
6242,V,,,
6243,G,,,
6244,M,O,P,V
6245,B,C,D,G
6246,V,,,
6247,Q,R,T,
6248,N,O,P,V
6249,B,C,D,G
6250,X,,,
6251,S,R,T,
6252,S,R,T,
6253,J,X,,
6254,E,F,D,G
6255,S,R,T,
6256,E,F,D,G
6257,T,,,
6258,W,S,R,T
6259,J,X,,
6260,A,C,D,G
6261,R,T,,
6262,A,C,D,G
6263,G,,,
6264,R,T,,
6265,R,T,,
6266,S,R,T,
6267,W,S,R,T
6268,J,X,,
6269,F,D,G,
6270,E,F,D,G
6271,O,P,V,
6272,D,G,,
6273,Q,R,T,
6274,R,T,,
6275,B,C,D,G
6276,P,V,,
6277,V,,,
6278,O,P,V,
6279,T,,,
6280,F,D,G,
6281,L,O,P,V
6282,S,R,T,
6283,O,P,V,
6284,P,V,,
6285,I,J,X,
6286,O,P,V,
6287,O,P,V,
6288,L,O,P,V
6289,V,,,
6290,T,,,
6291,E,F,D,G
6292,E,F,D,G
6293,G,,,
6294,K,J,X,
6295,U,Q,R,T
6296,J,X,,
6297,A,C,D,G
6298,D,G,,
6299,B,C,D,G
6300,N,O,P,V
6301,P,V,,
6302,G,,,
6303,Q,R,T,
6304,A,C,D,G
6305,A,C,D,G
6306,P,V,,
6307,D,G,,
6308,A,C,D,G
6309,N,O,P,V
6310,C,D,G,
6311,R,T,,
6312,V,,,
6313,G,,,
6314,L,O,P,V
6315,J,X,,
6316,M,O,P,V
6317,O,P,V,
6318,I,J,X,
6319,P,V,,
6320,W,S,R,T
6321,A,C,D,G
6322,N,O,P,V
6323,B,C,D,G
6324,R,T,,
6325,C,D,G,
6326,K,J,X,
6327,C,D,G,
6328,A,C,D,G
6329,I,J,X,
6330,R,T,,
6331,M,O,P,V
6332,E,F,D,G
6333,G,,,
6334,K,J,X,
6335,H,I,J,X
6336,M,O,P,V
6337,F,D,G,
6338,B,C,D,G
6339,B,C,D,G
6340,O,P,V,
6341,F,D,G,
6342,R,T,,
6343,D,G,,
6344,O,P,V,
6345,L,O,P,V
6346,W,S,R,T
6347,A,C,D,G
6348,R,T,,
6349,J,X,,
6350,B,C,D,G
6351,C,D,G,
6352,P,V,,
6353,S,R,T,
6354,T,,,
6355,S,R,T,
6356,B,C,D,G
6357,L,O,P,V
6358,F,D,G,
6359,K,J,X,
6360,G,,,
6361,J,X,,
6362,W,S,R,T
6363,R,T,,
6364,P,V,,
6365,I,J,X,
6366,T,,,
6367,A,C,D,G
6368,A,C,D,G
6369,L,O,P,V
6370,H,I,J,X
6371,W,S,R,T
6372,B,C,D,G
6373,M,O,P,V
6374,A,C,D,G
6375,F,D,G,
6376,G,,,
6377,S,R,T,
6378,C,D,G,
6379,T,,,
6380,K,J,X,
6381,H,I,J,X
6382,I,J,X,
6383,G,,,
6384,P,V,,
6385,F,D,G,
6386,D,G,,
6387,E,F,D,G
6388,S,R,T,
6389,M,O,P,V
6390,I,J,X,
6391,B,C,D,G
6392,X,,,
6393,Q,R,T,
6394,B,C,D,G
6395,H,I,J,X
6396,Q,R,T,
6397,X,,,
6398,B,C,D,G
6399,F,D,G,
6400,H,I,J,X
6401,V,,,
6402,D,G,,
6403,I,J,X,
6404,R,T,,
6405,C,D,G,
6406,K,J,X,
6407,B,C,D,G
6408,I,J,X,
6409,A,C,D,G
6410,U,Q,R,T
6411,J,X,,
6412,M,O,P,V
6413,Q,R,T,
6414,A,C,D,G
6415,C,D,G,
6416,O,P,V,
6417,V,,,
6418,A,C,D,G
6419,A,C,D,G
6420,X,,,
6421,G,,,
6422,Q,R,T,
6423,N,O,P,V
6424,I,J,X,
6425,R,T,,
6426,N,O,P,V
6427,N,O,P,V
6428,B,C,D,G
6429,V,,,
6430,A,C,D,G
6431,U,Q,R,T
6432,E,F,D,G
6433,D,G,,
6434,K,J,X,
6435,L,O,P,V
6436,R,T,,
6437,F,D,G,
6438,F,D,G,
6439,D,G,,
6440,U,Q,R,T
6441,U,Q,R,T
6442,K,J,X,
6443,W,S,R,T
6444,J,X,,
6445,G,,,
6446,V,,,
6447,T,,,
6448,Q,R,T,
6449,O,P,V,
6450,J,X,,
6451,E,F,D,G
6452,M,O,P,V
6453,R,T,,
6454,W,S,R,T
6455,S,R,T,
6456,H,I,J,X
6457,I,J,X,
6458,E,F,D,G
6459,O,P,V,
6460,S,R,T,
6461,W,S,R,T
6462,P,V,,
6463,U,Q,R,T
6464,A,C,D,G
6465,X,,,
6466,I,J,X,
6467,H,I,J,X
6468,W,S,R,T
6469,C,D,G,
6470,L,O,P,V
6471,W,S,R,T
6472,W,S,R,T
6473,I,J,X,
6474,K,J,X,
6475,D,G,,
6476,U,Q,R,T
6477,U,Q,R,T
6478,U,Q,R,T
6479,Q,R,T,
6480,G,,,
6481,J,X,,
6482,G,,,
6483,V,,,
6484,C,D,G,
6485,O,P,V,
6486,E,F,D,G
6487,D,G,,
6488,E,F,D,G
6489,T,,,
6490,G,,,
6491,C,D,G,
6492,P,V,,
6493,B,C,D,G
6494,K,J,X,
6495,I,J,X,
6496,A,C,D,G
6497,J,X,,
6498,O,P,V,
6499,N,O,P,V
6500,H,I,J,X
6501,C,D,G,
6502,B,C,D,G
6503,I,J,X,
6504,M,O,P,V
6505,A,C,D,G
6506,Q,R,T,
6507,H,I,J,X
6508,S,R,T,
6509,K,J,X,
6510,E,F,D,G
6511,N,O,P,V
6512,H,I,J,X
6513,N,O,P,V
6514,V,,,
6515,G,,,
6516,A,C,D,G
6517,R,T,,
6518,U,Q,R,T
6519,D,G,,
6520,W,S,R,T
6521,C,D,G,
6522,I,J,X,
6523,R,T,,
6524,Q,R,T,
6525,B,C,D,G
6526,V,,,
6527,F,D,G,
6528,W,S,R,T
6529,M,O,P,V
6530,L,O,P,V
6531,D,G,,
6532,B,C,D,G
6533,O,P,V,
6534,V,,,
6535,B,C,D,G
6536,U,Q,R,T
6537,U,Q,R,T
6538,W,S,R,T
6539,F,D,G,
6540,E,F,D,G
6541,V,,,
6542,O,P,V,
6543,T,,,
6544,T,,,
6545,W,S,R,T
6546,B,C,D,G
6547,F,D,G,
6548,S,R,T,
6549,E,F,D,G
6550,M,O,P,V
6551,K,J,X,
6552,F,D,G,
6553,M,O,P,V
6554,R,T,,
6555,M,O,P,V
6556,H,I,J,X
6557,U,Q,R,T
6558,R,T,,
6559,A,C,D,G
6560,M,O,P,V
6561,M,O,P,V
6562,D,G,,
6563,P,V,,
6564,N,O,P,V
6565,V,,,
6566,N,O,P,V
6567,M,O,P,V
6568,B,C,D,G
6569,J,X,,
6570,E,F,D,G
6571,N,O,P,V
6572,D,G,,
6573,J,X,,
6574,M,O,P,V
6575,B,C,D,G
6576,O,P,V,
6577,A,C,D,G
6578,Q,R,T,
6579,L,O,P,V
6580,O,P,V,
6581,Q,R,T,
6582,J,X,,
6583,M,O,P,V
6584,F,D,G,
6585,X,,,
6586,H,I,J,X
6587,I,J,X,
6588,L,O,P,V
6589,I,J,X,
6590,H,I,J,X
6591,D,G,,
6592,F,D,G,
6593,K,J,X,
6594,U,Q,R,T
6595,T,,,
6596,I,J,X,
6597,R,T,,
6598,A,C,D,G
6599,K,J,X,
6600,J,X,,
6601,N,O,P,V
6602,I,J,X,
6603,D,G,,
6604,J,X,,
6605,G,,,
6606,Q,R,T,
6607,J,X,,
6608,R,T,,
6609,R,T,,
6610,A,C,D,G
6611,B,C,D,G
6612,I,J,X,
6613,A,C,D,G
6614,G,,,
6615,B,C,D,G
6616,I,J,X,
6617,J,X,,
6618,U,Q,R,T
6619,S,R,T,
6620,A,C,D,G
6621,Q,R,T,
6622,R,T,,
6623,M,O,P,V
6624,C,D,G,
6625,L,O,P,V
6626,G,,,
6627,S,R,T,
6628,R,T,,
6629,F,D,G,
6630,G,,,
6631,B,C,D,G
6632,F,D,G,
6633,B,C,D,G
6634,L,O,P,V
6635,D,G,,
6636,K,J,X,
6637,A,C,D,G
6638,E,F,D,G
6639,U,Q,R,T
6640,U,Q,R,T
6641,D,G,,
6642,C,D,G,
6643,D,G,,
6644,A,C,D,G
6645,P,V,,
6646,I,J,X,
6647,V,,,
6648,K,J,X,
6649,H,I,J,X
6650,K,J,X,
6651,R,T,,
6652,B,C,D,G
6653,V,,,
6654,F,D,G,
6655,J,X,,
6656,M,O,P,V
6657,P,V,,
6658,I,J,X,
6659,F,D,G,
6660,L,O,P,V
6661,U,Q,R,T
6662,D,G,,
6663,O,P,V,
6664,R,T,,
6665,W,S,R,T
6666,P,V,,
6667,P,V,,
6668,O,P,V,
6669,V,,,
6670,E,F,D,G
6671,T,,,
6672,F,D,G,
6673,P,V,,
6674,T,,,
6675,V,,,
6676,D,G,,
6677,K,J,X,
6678,N,O,P,V
6679,F,D,G,
6680,H,I,J,X
6681,B,C,D,G
6682,D,G,,
6683,I,J,X,
6684,O,P,V,
6685,B,C,D,G
6686,I,J,X,
6687,A,C,D,G
6688,W,S,R,T
6689,X,,,
6690,I,J,X,
6691,L,O,P,V
6692,S,R,T,
6693,M,O,P,V
6694,K,J,X,
6695,S,R,T,
6696,W,S,R,T
6697,O,P,V,
6698,W,S,R,T
6699,U,Q,R,T
6700,W,S,R,T
6701,O,P,V,
6702,K,J,X,
6703,N,O,P,V
6704,E,F,D,G
6705,S,R,T,
6706,S,R,T,
6707,B,C,D,G
6708,K,J,X,
6709,O,P,V,
6710,P,V,,
6711,E,F,D,G
6712,F,D,G,
6713,D,G,,
6714,P,V,,
6715,J,X,,
6716,W,S,R,T
6717,V,,,
6718,G,,,
6719,E,F,D,G
6720,M,O,P,V
6721,I,J,X,
6722,U,Q,R,T
6723,T,,,
6724,J,X,,
6725,M,O,P,V
6726,F,D,G,
6727,U,Q,R,T
6728,D,G,,
6729,H,I,J,X
6730,Q,R,T,
6731,G,,,
6732,S,R,T,
6733,R,T,,
6734,A,C,D,G
6735,A,C,D,G
6736,K,J,X,
6737,R,T,,
6738,B,C,D,G
6739,R,T,,
6740,Q,R,T,
6741,E,F,D,G
6742,R,T,,
6743,F,D,G,
6744,W,S,R,T
6745,O,P,V,
6746,A,C,D,G
6747,O,P,V,
6748,U,Q,R,T
6749,M,O,P,V
6750,L,O,P,V
6751,G,,,
6752,U,Q,R,T
6753,A,C,D,G
6754,N,O,P,V
6755,R,T,,
6756,H,I,J,X
6757,G,,,
6758,X,,,
6759,W,S,R,T
6760,T,,,
6761,X,,,
6762,O,P,V,
6763,M,O,P,V
6764,I,J,X,
6765,T,,,
6766,K,J,X,
6767,N,O,P,V
6768,B,C,D,G
6769,K,J,X,
6770,M,O,P,V
6771,L,O,P,V
6772,V,,,
6773,O,P,V,
6774,R,T,,
6775,F,D,G,
6776,F,D,G,
6777,V,,,
6778,J,X,,
6779,W,S,R,T
6780,U,Q,R,T
6781,C,D,G,
6782,L,O,P,V
6783,H,I,J,X
6784,A,C,D,G
6785,U,Q,R,T
6786,F,D,G,
6787,C,D,G,
6788,V,,,
6789,L,O,P,V
6790,X,,,
6791,P,V,,
6792,F,D,G,
6793,N,O,P,V
6794,V,,,
6795,Q,R,T,
6796,X,,,
6797,H,I,J,X
6798,X,,,
6799,H,I,J,X
6800,I,J,X,
6801,K,J,X,
6802,P,V,,
6803,E,F,D,G
6804,R,T,,
6805,I,J,X,
6806,T,,,
6807,Q,R,T,
6808,C,D,G,
6809,J,X,,
6810,T,,,
6811,B,C,D,G
6812,J,X,,
6813,W,S,R,T
6814,O,P,V,
6815,A,C,D,G
6816,E,F,D,G
6817,L,O,P,V
6818,S,R,T,
6819,M,O,P,V
6820,M,O,P,V
6821,T,,,
6822,W,S,R,T
6823,M,O,P,V
6824,W,S,R,T
6825,I,J,X,
6826,B,C,D,G
6827,N,O,P,V
6828,T,,,
6829,X,,,
6830,O,P,V,
6831,T,,,
6832,L,O,P,V
6833,I,J,X,
6834,K,J,X,
6835,M,O,P,V
6836,D,G,,
6837,F,D,G,
6838,C,D,G,
6839,J,X,,
6840,K,J,X,
6841,W,S,R,T
6842,T,,,
6843,D,G,,
6844,V,,,
6845,D,G,,
6846,B,C,D,G
6847,T,,,
6848,D,G,,
6849,O,P,V,
6850,L,O,P,V
6851,T,,,
6852,G,,,
6853,U,Q,R,T
6854,W,S,R,T
6855,U,Q,R,T
6856,W,S,R,T
6857,R,T,,
6858,D,G,,
6859,B,C,D,G
6860,O,P,V,
6861,I,J,X,
6862,F,D,G,
6863,K,J,X,
6864,N,O,P,V
6865,T,,,
6866,U,Q,R,T
6867,S,R,T,
6868,C,D,G,
6869,N,O,P,V
6870,J,X,,
6871,D,G,,
6872,W,S,R,T
6873,P,V,,
6874,J,X,,
6875,I,J,X,
6876,J,X,,
6877,L,O,P,V
6878,I,J,X,
6879,I,J,X,
6880,E,F,D,G
6881,Q,R,T,
6882,M,O,P,V
6883,S,R,T,
6884,O,P,V,
6885,Q,R,T,
6886,L,O,P,V
6887,V,,,
6888,N,O,P,V
6889,B,C,D,G
6890,K,J,X,
6891,E,F,D,G
6892,O,P,V,
6893,T,,,
6894,X,,,
6895,H,I,J,X
6896,N,O,P,V
6897,G,,,
6898,C,D,G,
6899,K,J,X,
6900,L,O,P,V
6901,K,J,X,
6902,J,X,,
6903,R,T,,
6904,I,J,X,
6905,K,J,X,
6906,W,S,R,T
6907,U,Q,R,T
6908,T,,,
6909,F,D,G,
6910,F,D,G,
6911,I,J,X,
6912,S,R,T,
6913,A,C,D,G
6914,S,R,T,
6915,N,O,P,V
6916,K,J,X,
6917,H,I,J,X
6918,B,C,D,G
6919,I,J,X,
6920,U,Q,R,T
6921,J,X,,
6922,E,F,D,G
6923,W,S,R,T
6924,U,Q,R,T
6925,C,D,G,
6926,D,G,,
6927,P,V,,
6928,R,T,,
6929,L,O,P,V
6930,U,Q,R,T
6931,I,J,X,
6932,V,,,
6933,N,O,P,V
6934,F,D,G,
6935,P,V,,
6936,X,,,
6937,J,X,,
6938,W,S,R,T
6939,P,V,,
6940,S,R,T,
6941,V,,,
6942,A,C,D,G
6943,V,,,
6944,H,I,J,X
6945,V,,,
6946,N,O,P,V
6947,L,O,P,V
6948,C,D,G,
6949,J,X,,
6950,D,G,,
6951,R,T,,
6952,T,,,
6953,V,,,
6954,A,C,D,G
6955,X,,,
6956,E,F,D,G
6957,K,J,X,
6958,C,D,G,
6959,L,O,P,V
6960,X,,,
6961,X,,,
6962,A,C,D,G
6963,C,D,G,
6964,T,,,
6965,S,R,T,
6966,J,X,,
6967,C,D,G,
6968,W,S,R,T
6969,S,R,T,
6970,N,O,P,V
6971,N,O,P,V
6972,M,O,P,V
6973,J,X,,
6974,K,J,X,
6975,A,C,D,G
6976,G,,,
6977,K,J,X,
6978,V,,,
6979,K,J,X,
6980,B,C,D,G
6981,U,Q,R,T
6982,T,,,
6983,X,,,
6984,W,S,R,T
6985,P,V,,
6986,X,,,
6987,T,,,
6988,I,J,X,
6989,U,Q,R,T
6990,T,,,
6991,J,X,,
6992,A,C,D,G
6993,Q,R,T,
6994,H,I,J,X
6995,X,,,
6996,K,J,X,
6997,J,X,,
6998,U,Q,R,T
6999,B,C,D,G
7000,H,I,J,X
7001,A,C,D,G
7002,N,O,P,V
7003,M,O,P,V
7004,L,O,P,V
7005,X,,,
7006,I,J,X,
7007,E,F,D,G
7008,O,P,V,
7009,U,Q,R,T
7010,C,D,G,
7011,C,D,G,
7012,E,F,D,G
7013,U,Q,R,T
7014,X,,,
7015,W,S,R,T
7016,N,O,P,V
7017,N,O,P,V
7018,D,G,,
7019,O,P,V,
7020,K,J,X,
7021,U,Q,R,T
7022,G,,,
7023,L,O,P,V
7024,V,,,
7025,F,D,G,
7026,E,F,D,G
7027,D,G,,
7028,M,O,P,V
7029,V,,,
7030,T,,,
7031,L,O,P,V
7032,M,O,P,V
7033,H,I,J,X
7034,E,F,D,G
7035,H,I,J,X
7036,W,S,R,T
7037,H,I,J,X
7038,I,J,X,
7039,S,R,T,
7040,W,S,R,T
7041,D,G,,
7042,M,O,P,V
7043,Q,R,T,
7044,H,I,J,X
7045,O,P,V,
7046,Q,R,T,
7047,A,C,D,G
7048,J,X,,
7049,N,O,P,V
7050,B,C,D,G
7051,R,T,,
7052,K,J,X,
7053,B,C,D,G
7054,K,J,X,
7055,T,,,
7056,V,,,
7057,F,D,G,
7058,A,C,D,G
7059,L,O,P,V
7060,C,D,G,
7061,C,D,G,
7062,G,,,
7063,O,P,V,
7064,L,O,P,V
7065,D,G,,
7066,P,V,,
7067,K,J,X,
7068,P,V,,
7069,M,O,P,V
7070,O,P,V,
7071,T,,,
7072,R,T,,
7073,I,J,X,
7074,V,,,
7075,H,I,J,X
7076,H,I,J,X
7077,T,,,
7078,J,X,,
7079,T,,,
7080,K,J,X,
7081,B,C,D,G
7082,S,R,T,
7083,B,C,D,G
7084,R,T,,
7085,F,D,G,
7086,S,R,T,
7087,A,C,D,G
7088,D,G,,
7089,V,,,
7090,X,,,
7091,F,D,G,
7092,U,Q,R,T
7093,D,G,,
7094,W,S,R,T
7095,P,V,,
7096,A,C,D,G
7097,X,,,
7098,D,G,,
7099,U,Q,R,T
7100,H,I,J,X
7101,H,I,J,X
7102,Q,R,T,
7103,Q,R,T,
7104,Q,R,T,
7105,M,O,P,V
7106,T,,,
7107,C,D,G,
7108,T,,,
7109,O,P,V,
7110,S,R,T,
7111,K,J,X,
7112,L,O,P,V
7113,G,,,
7114,F,D,G,
7115,U,Q,R,T
7116,I,J,X,
7117,N,O,P,V
7118,P,V,,
7119,X,,,
7120,U,Q,R,T
7121,S,R,T,
7122,F,D,G,
7123,Q,R,T,
