,code1,code2,code3,code4
5727,L,O,P,V
5728,L,O,P,V
5729,R,T,,
5730,E,F,D,G
5731,L,O,P,V
5732,F,D,G,
5733,U,Q,R,T
5734,O,P,V,
5735,O,P,V,
5736,A,C,D,G
5737,K,J,X,
5738,F,D,G,
5739,Q,R,T,
5740,T,,,
5741,F,D,G,
5742,X,,,
5743,E,F,D,G
5744,B,C,D,G
5745,H,I,J,X
5746,U,Q,R,T
5747,C,D,G,
5748,J,X,,
5749,X,,,
5750,I,J,X,
5751,W,S,R,T
5752,R,T,,
5753,P,V,,
5754,U,Q,R,T
5755,F,D,G,
5756,B,C,D,G
5757,V,,,
5758,M,O,P,V
5759,H,I,J,X
5760,W,S,R,T
5761,D,G,,
5762,N,O,P,V
5763,G,,,
5764,N,O,P,V
5765,Q,R,T,
5766,P,V,,
5767,J,X,,
5768,J,X,,
5769,B,C,D,G
5770,H,I,J,X
5771,X,,,
5772,T,,,
5773,U,Q,R,T
5774,C,D,G,
5775,Q,R,T,
5776,O,P,V,
5777,V,,,
5778,M,O,P,V
5779,A,C,D,G
5780,L,O,P,V
5781,H,I,J,X
5782,O,P,V,
5783,B,C,D,G
5784,F,D,G,
5785,X,,,
5786,L,O,P,V
5787,Q,R,T,
5788,I,J,X,
5789,F,D,G,
5790,V,,,
5791,I,J,X,
5792,H,I,J,X
5793,D,G,,
5794,F,D,G,
5795,F,D,G,
5796,H,I,J,X
5797,J,X,,
5798,S,R,T,
5799,X,,,
5800,U,Q,R,T
5801,W,S,R,T
5802,O,P,V,
5803,J,X,,
5804,G,,,
5805,R,T,,
5806,Q,R,T,
5807,H,I,J,X
5808,D,G,,
5809,C,D,G,
5810,Q,R,T,
5811,O,P,V,
5812,B,C,D,G
5813,G,,,
5814,B,C,D,G
5815,H,I,J,X
5816,N,O,P,V
5817,H,I,J,X
5818,S,R,T,
5819,N,O,P,V
5820,O,P,V,
5821,U,Q,R,T
5822,Q,R,T,
5823,D,G,,
5824,X,,,
5825,J,X,,
5826,F,D,G,
5827,L,O,P,V
5828,L,O,P,V
5829,W,S,R,T
5830,R,T,,
5831,T,,,
5832,V,,,
5833,S,R,T,
5834,C,D,G,
5835,O,P,V,
5836,V,,,
5837,F,D,G,
5838,O,P,V,
5839,T,,,
5840,T,,,
5841,V,,,
5842,N,O,P,V
5843,E,F,D,G
5844,H,I,J,X
5845,Q,R,T,
5846,S,R,T,
5847,R,T,,
5848,H,I,J,X
5849,N,O,P,V
5850,O,P,V,
5851,D,G,,
5852,J,X,,
5853,W,S,R,T
5854,D,G,,
5855,R,T,,
5856,W,S,R,T
5857,N,O,P,V
5858,M,O,P,V
5859,M,O,P,V
5860,M,O,P,V
5861,A,C,D,G
5862,C,D,G,
5863,L,O,P,V
5864,M,O,P,V
5865,U,Q,R,T
5866,J,X,,
5867,F,D,G,
5868,T,,,
5869,R,T,,
5870,T,,,
5871,T,,,
5872,J,X,,
5873,L,O,P,V
5874,K,J,X,
5875,U,Q,R,T
5876,X,,,
5877,E,F,D,G
5878,B,C,D,G
5879,T,,,
5880,H,I,J,X
5881,I,J,X,
5882,W,S,R,T
5883,C,D,G,
5884,J,X,,
5885,C,D,G,
5886,H,I,J,X
5887,F,D,G,
5888,W,S,R,T
5889,C,D,G,
5890,K,J,X,
5891,K,J,X,
5892,E,F,D,G
5893,Q,R,T,
5894,U,Q,R,T
5895,M,O,P,V
5896,I,J,X,
5897,L,O,P,V
5898,I,J,X,
5899,C,D,G,
5900,F,D,G,
5901,V,,,
5902,V,,,
5903,I,J,X,
5904,E,F,D,G
5905,M,O,P,V
5906,V,,,
5907,W,S,R,T
5908,X,,,
5909,Q,R,T,
5910,V,,,
5911,R,T,,
5912,K,J,X,
5913,L,O,P,V
5914,D,G,,
5915,C,D,G,
5916,D,G,,
5917,L,O,P,V
5918,K,J,X,
5919,H,I,J,X
5920,W,S,R,T
5921,U,Q,R,T
5922,M,O,P,V
5923,M,O,P,V
5924,C,D,G,
5925,M,O,P,V
5926,D,G,,
5927,V,,,
5928,X,,,
5929,E,F,D,G
5930,C,D,G,
5931,P,V,,
5932,A,C,D,G
5933,P,V,,
5934,N,O,P,V
5935,T,,,
5936,J,X,,
5937,H,I,J,X
5938,B,C,D,G
5939,H,I,J,X
5940,J,X,,
5941,K,J,X,
5942,P,V,,
5943,G,,,
5944,S,R,T,
5945,C,D,G,
5946,P,V,,
5947,F,D,G,
5948,S,R,T,
5949,R,T,,
5950,M,O,P,V
5951,C,D,G,
5952,Q,R,T,
5953,I,J,X,
5954,V,,,
5955,H,I,J,X
5956,G,,,
5957,O,P,V,
5958,F,D,G,
5959,A,C,D,G
5960,F,D,G,
5961,D,G,,
5962,W,S,R,T
5963,L,O,P,V
5964,B,C,D,G
5965,N,O,P,V
5966,D,G,,
5967,M,O,P,V
5968,U,Q,R,T
5969,D,G,,
5970,U,Q,R,T
5971,M,O,P,V
5972,C,D,G,
5973,R,T,,
5974,M,O,P,V
5975,X,,,
5976,F,D,G,
5977,F,D,G,
5978,G,,,
5979,M,O,P,V
5980,E,F,D,G
5981,W,S,R,T
5982,Q,R,T,
5983,X,,,
5984,U,Q,R,T
5985,O,P,V,
5986,R,T,,
5987,F,D,G,
5988,E,F,D,G
5989,M,O,P,V
5990,J,X,,
5991,L,O,P,V
5992,L,O,P,V
5993,W,S,R,T
5994,G,,,
5995,D,G,,
5996,N,O,P,V
5997,M,O,P,V
5998,V,,,
5999,M,O,P,V
6000,U,Q,R,T
6001,H,I,J,X
6002,N,O,P,V
6003,R,T,,
6004,L,O,P,V
6005,E,F,D,G
6006,F,D,G,
6007,B,C,D,G
6008,J,X,,
6009,Q,R,T,
6010,I,J,X,
6011,B,C,D,G
6012,O,P,V,
6013,E,F,D,G
6014,A,C,D,G
6015,A,C,D,G
6016,I,J,X,
6017,X,,,
6018,D,G,,
6019,R,T,,
6020,C,D,G,
6021,J,X,,
6022,G,,,
6023,N,O,P,V
6024,U,Q,R,T
6025,O,P,V,
6026,U,Q,R,T
6027,C,D,G,
6028,O,P,V,
6029,L,O,P,V
6030,N,O,P,V
6031,S,R,T,
6032,Q,R,T,
6033,X,,,
6034,T,,,
6035,E,F,D,G
6036,R,T,,
6037,H,I,J,X
6038,Q,R,T,
6039,S,R,T,
6040,M,O,P,V
6041,B,C,D,G
6042,W,S,R,T
6043,K,J,X,
6044,A,C,D,G
6045,A,C,D,G
6046,W,S,R,T
6047,K,J,X,
6048,J,X,,
6049,B,C,D,G
6050,T,,,
6051,T,,,
6052,V,,,
6053,D,G,,
6054,C,D,G,
6055,W,S,R,T
6056,E,F,D,G
6057,S,R,T,
6058,M,O,P,V
6059,S,R,T,
6060,P,V,,
6061,L,O,P,V
6062,G,,,
6063,U,Q,R,T
6064,I,J,X,
6065,L,O,P,V
6066,A,C,D,G
6067,L,O,P,V
6068,V,,,
6069,H,I,J,X
6070,T,,,
6071,M,O,P,V
6072,I,J,X,
6073,S,R,T,
6074,C,D,G,
6075,A,C,D,G
6076,K,J,X,
6077,Q,R,T,
6078,T,,,
6079,A,C,D,G
6080,F,D,G,
6081,T,,,
6082,Q,R,T,
6083,G,,,
6084,S,R,T,
6085,I,J,X,
6086,V,,,
6087,I,J,X,
6088,E,F,D,G
6089,U,Q,R,T
6090,O,P,V,
6091,U,Q,R,T
6092,L,O,P,V
6093,R,T,,
6094,U,Q,R,T
6095,W,S,R,T
6096,E,F,D,G
6097,X,,,
6098,V,,,
6099,A,C,D,G
6100,M,O,P,V
6101,V,,,
6102,K,J,X,
6103,S,R,T,
6104,Q,R,T,
6105,K,J,X,
6106,J,X,,
6107,V,,,
6108,M,O,P,V
6109,U,Q,R,T
6110,O,P,V,
6111,V,,,
6112,D,G,,
6113,J,X,,
6114,C,D,G,
6115,H,I,J,X
6116,V,,,
6117,S,R,T,
6118,T,,,
6119,F,D,G,
6120,K,J,X,
6121,B,C,D,G
6122,F,D,G,
6123,R,T,,
6124,N,O,P,V
6125,V,,,
6126,G,,,
6127,A,C,D,G
6128,M,O,P,V
6129,N,O,P,V
6130,W,S,R,T
6131,T,,,
6132,D,G,,
6133,U,Q,R,T
6134,X,,,
6135,K,J,X,
6136,J,X,,
6137,C,D,G,
6138,L,O,P,V
6139,W,S,R,T
6140,T,,,
6141,V,,,
6142,M,O,P,V
6143,G,,,
6144,W,S,R,T
6145,F,D,G,
6146,Q,R,T,
6147,J,X,,
6148,H,I,J,X
6149,A,C,D,G
6150,B,C,D,G
6151,L,O,P,V
6152,V,,,
6153,I,J,X,
6154,P,V,,
6155,T,,,
6156,P,V,,
6157,S,R,T,
6158,J,X,,
6159,B,C,D,G
6160,T,,,
6161,X,,,
6162,C,D,G,
6163,H,I,J,X
6164,M,O,P,V
6165,V,,,
6166,K,J,X,
6167,S,R,T,
6168,A,C,D,G
6169,T,,,
6170,L,O,P,V
6171,T,,,
6172,E,F,D,G
6173,P,V,,
6174,U,Q,R,T
6175,X,,,
6176,V,,,
6177,P,V,,
6178,U,Q,R,T
6179,I,J,X,
6180,L,O,P,V
6181,O,P,V,
6182,B,C,D,G
6183,J,X,,
6184,H,I,J,X
6185,F,D,G,
6186,W,S,R,T
6187,X,,,
6188,C,D,G,
6189,M,O,P,V
6190,W,S,R,T
6191,U,Q,R,T
6192,H,I,J,X
6193,S,R,T,
6194,D,G,,
6195,U,Q,R,T
6196,D,G,,
6197,D,G,,
6198,J,X,,
6199,V,,,
6200,V,,,
6201,J,X,,
6202,C,D,G,
6203,W,S,R,T
6204,J,X,,
6205,A,C,D,G
6206,X,,,
6207,F,D,G,
6208,Q,R,T,
6209,X,,,
6210,X,,,
6211,L,O,P,V
6212,I,J,X,
6213,K,J,X,
6214,R,T,,
6215,E,F,D,G
6216,P,V,,
6217,I,J,X,
6218,I,J,X,
6219,F,D,G,
6220,B,C,D,G
6221,Q,R,T,
6222,S,R,T,
6223,O,P,V,
6224,T,,,
6225,B,C,D,G
6226,F,D,G,
6227,O,P,V,
6228,V,,,
6229,C,D,G,
6230,K,J,X,
6231,N,O,P,V
6232,O,P,V,
6233,F,D,G,
6234,E,F,D,G
6235,E,F,D,G
6236,J,X,,
6237,O,P,V,
6238,N,O,P,V
6239,G,,,
6240,O,P,V,
6241,H,I,J,X
6242,K,J,X,
6243,M,O,P,V
6244,M,O,P,V
6245,B,C,D,G
6246,U,Q,R,T
6247,I,J,X,
6248,A,C,D,G
6249,J,X,,
6250,W,S,R,T
6251,M,O,P,V
6252,W,S,R,T
6253,K,J,X,
6254,U,Q,R,T
6255,H,I,J,X
6256,X,,,
6257,O,P,V,
6258,C,D,G,
6259,P,V,,
6260,H,I,J,X
6261,K,J,X,
6262,E,F,D,G
6263,I,J,X,
6264,S,R,T,
6265,N,O,P,V
6266,U,Q,R,T
6267,M,O,P,V
6268,V,,,
6269,J,X,,
6270,X,,,
6271,P,V,,
6272,E,F,D,G
6273,V,,,
6274,C,D,G,
6275,U,Q,R,T
6276,J,X,,
6277,E,F,D,G
6278,B,C,D,G
6279,D,G,,
6280,X,,,
6281,V,,,
6282,A,C,D,G
6283,T,,,
6284,J,X,,
6285,U,Q,R,T
6286,L,O,P,V
6287,H,I,J,X
6288,A,C,D,G
6289,J,X,,
6290,M,O,P,V
6291,V,,,
6292,L,O,P,V
6293,P,V,,
6294,I,J,X,
6295,A,C,D,G
6296,E,F,D,G
6297,F,D,G,
6298,N,O,P,V
6299,U,Q,R,T
6300,G,,,
6301,E,F,D,G
6302,C,D,G,
6303,S,R,T,
6304,J,X,,
6305,J,X,,
6306,K,J,X,
6307,H,I,J,X
6308,G,,,
6309,J,X,,
6310,F,D,G,
6311,J,X,,
6312,Q,R,T,
6313,D,G,,
6314,F,D,G,
6315,U,Q,R,T
6316,S,R,T,
6317,S,R,T,
6318,R,T,,
6319,C,D,G,
6320,D,G,,
6321,L,O,P,V
6322,S,R,T,
6323,T,,,
6324,S,R,T,
6325,C,D,G,
6326,K,J,X,
6327,G,,,
6328,C,D,G,
6329,N,O,P,V
6330,J,X,,
6331,O,P,V,
6332,Q,R,T,
6333,V,,,
6334,D,G,,
6335,W,S,R,T
6336,L,O,P,V
6337,Q,R,T,
6338,R,T,,
6339,M,O,P,V
6340,P,V,,
6341,T,,,
6342,F,D,G,
6343,X,,,
6344,W,S,R,T
6345,T,,,
6346,I,J,X,
6347,P,V,,
6348,P,V,,
6349,X,,,
6350,H,I,J,X
6351,L,O,P,V
6352,N,O,P,V
6353,A,C,D,G
6354,U,Q,R,T
6355,I,J,X,
6356,X,,,
6357,K,J,X,
6358,H,I,J,X
6359,O,P,V,
6360,F,D,G,
6361,M,O,P,V
6362,X,,,
6363,C,D,G,
6364,T,,,
6365,U,Q,R,T
6366,I,J,X,
6367,S,R,T,
6368,L,O,P,V
6369,B,C,D,G
6370,I,J,X,
6371,F,D,G,
6372,D,G,,
6373,G,,,
6374,E,F,D,G
6375,F,D,G,
6376,F,D,G,
6377,A,C,D,G
6378,Q,R,T,
6379,Q,R,T,
6380,J,X,,
6381,C,D,G,
6382,Q,R,T,
6383,M,O,P,V
6384,E,F,D,G
6385,H,I,J,X
6386,H,I,J,X
6387,N,O,P,V
6388,X,,,
6389,N,O,P,V
6390,T,,,
6391,S,R,T,
6392,A,C,D,G
6393,H,I,J,X
6394,X,,,
6395,O,P,V,
6396,K,J,X,
6397,J,X,,
6398,L,O,P,V
6399,Q,R,T,
6400,R,T,,
6401,T,,,
6402,B,C,D,G
6403,P,V,,
6404,I,J,X,
6405,Q,R,T,
6406,S,R,T,
6407,N,O,P,V
6408,U,Q,R,T
6409,H,I,J,X
6410,I,J,X,
6411,O,P,V,
6412,J,X,,
6413,P,V,,
6414,V,,,
6415,B,C,D,G
6416,I,J,X,
6417,K,J,X,
6418,O,P,V,
6419,V,,,
6420,E,F,D,G
6421,K,J,X,
6422,T,,,
6423,P,V,,
6424,K,J,X,
6425,E,F,D,G
6426,U,Q,R,T
6427,S,R,T,
6428,K,J,X,
6429,P,V,,
6430,C,D,G,
6431,Q,R,T,
6432,R,T,,
6433,F,D,G,
6434,T,,,
6435,D,G,,
6436,A,C,D,G
6437,W,S,R,T
6438,X,,,
6439,S,R,T,
6440,K,J,X,
6441,N,O,P,V
6442,H,I,J,X
6443,M,O,P,V
6444,W,S,R,T
6445,O,P,V,
6446,K,J,X,
6447,R,T,,
6448,B,C,D,G
6449,K,J,X,
6450,Q,R,T,
6451,X,,,
6452,Q,R,T,
6453,G,,,
6454,E,F,D,G
6455,S,R,T,
6456,I,J,X,
6457,W,S,R,T
6458,E,F,D,G
6459,W,S,R,T
6460,G,,,
6461,T,,,
6462,K,J,X,
6463,K,J,X,
6464,F,D,G,
6465,X,,,
6466,S,R,T,
6467,U,Q,R,T
6468,O,P,V,
6469,F,D,G,
6470,G,,,
6471,T,,,
6472,C,D,G,
6473,F,D,G,
6474,G,,,
6475,C,D,G,
6476,D,G,,
6477,B,C,D,G
6478,N,O,P,V
6479,B,C,D,G
6480,U,Q,R,T
6481,N,O,P,V
6482,W,S,R,T
6483,L,O,P,V
6484,T,,,
6485,D,G,,
6486,R,T,,
6487,I,J,X,
6488,L,O,P,V
6489,U,Q,R,T
6490,I,J,X,
6491,P,V,,
6492,T,,,
6493,A,C,D,G
6494,A,C,D,G
6495,S,R,T,
6496,Q,R,T,
6497,W,S,R,T
6498,C,D,G,
6499,C,D,G,
6500,A,C,D,G
6501,U,Q,R,T
6502,I,J,X,
6503,P,V,,
6504,B,C,D,G
6505,F,D,G,
6506,B,C,D,G
6507,D,G,,
6508,T,,,
6509,H,I,J,X
6510,E,F,D,G
6511,O,P,V,
6512,K,J,X,
6513,L,O,P,V
6514,K,J,X,
6515,W,S,R,T
6516,B,C,D,G
6517,D,G,,
6518,F,D,G,
6519,K,J,X,
6520,U,Q,R,T
6521,D,G,,
6522,Q,R,T,
6523,W,S,R,T
6524,M,O,P,V
6525,J,X,,
6526,J,X,,
6527,T,,,
6528,W,S,R,T
6529,C,D,G,
6530,F,D,G,
6531,U,Q,R,T
6532,C,D,G,
6533,W,S,R,T
6534,O,P,V,
6535,H,I,J,X
6536,E,F,D,G
6537,E,F,D,G
6538,E,F,D,G
6539,M,O,P,V
6540,C,D,G,
6541,X,,,
6542,V,,,
6543,H,I,J,X
6544,M,O,P,V
6545,H,I,J,X
6546,T,,,
6547,A,C,D,G
6548,T,,,
6549,N,O,P,V
6550,M,O,P,V
6551,W,S,R,T
6552,I,J,X,
6553,A,C,D,G
6554,F,D,G,
6555,U,Q,R,T
6556,S,R,T,
6557,F,D,G,
6558,B,C,D,G
6559,K,J,X,
6560,B,C,D,G
6561,J,X,,
6562,K,J,X,
6563,H,I,J,X
6564,T,,,
6565,X,,,
6566,E,F,D,G
6567,N,O,P,V
6568,O,P,V,
6569,B,C,D,G
6570,Q,R,T,
6571,H,I,J,X
6572,E,F,D,G
6573,A,C,D,G
6574,B,C,D,G
6575,P,V,,
6576,N,O,P,V
6577,S,R,T,
6578,L,O,P,V
6579,N,O,P,V
6580,D,G,,
6581,U,Q,R,T
6582,R,T,,
6583,M,O,P,V
6584,S,R,T,
6585,R,T,,
6586,S,R,T,
6587,B,C,D,G
6588,V,,,
6589,J,X,,
6590,D,G,,
6591,A,C,D,G
6592,S,R,T,
6593,H,I,J,X
6594,X,,,
6595,A,C,D,G
6596,O,P,V,
6597,M,O,P,V
6598,H,I,J,X
6599,V,,,
6600,U,Q,R,T
6601,C,D,G,
6602,X,,,
6603,S,R,T,
6604,B,C,D,G
6605,F,D,G,
6606,X,,,
6607,C,D,G,
6608,H,I,J,X
6609,D,G,,
6610,L,O,P,V
6611,G,,,
6612,K,J,X,
6613,N,O,P,V
6614,F,D,G,
6615,L,O,P,V
6616,S,R,T,
6617,I,J,X,
6618,K,J,X,
6619,C,D,G,
6620,I,J,X,
6621,L,O,P,V
6622,F,D,G,
6623,S,R,T,
6624,P,V,,
6625,S,R,T,
6626,W,S,R,T
6627,E,F,D,G
6628,O,P,V,
6629,N,O,P,V
6630,V,,,
6631,K,J,X,
6632,U,Q,R,T
6633,B,C,D,G
6634,P,V,,
6635,R,T,,
6636,Q,R,T,
6637,J,X,,
6638,E,F,D,G
6639,U,Q,R,T
6640,Q,R,T,
6641,J,X,,
6642,B,C,D,G
6643,K,J,X,
6644,O,P,V,
6645,O,P,V,
6646,X,,,
6647,T,,,
6648,H,I,J,X
6649,A,C,D,G
6650,I,J,X,
6651,M,O,P,V
6652,H,I,J,X
6653,A,C,D,G
6654,S,R,T,
6655,W,S,R,T
6656,N,O,P,V
6657,F,D,G,
6658,D,G,,
6659,D,G,,
6660,E,F,D,G
6661,P,V,,
6662,P,V,,
6663,Q,R,T,
6664,M,O,P,V
6665,M,O,P,V
6666,I,J,X,
6667,G,,,
6668,B,C,D,G
6669,A,C,D,G
6670,O,P,V,
6671,H,I,J,X
6672,B,C,D,G
6673,W,S,R,T
6674,B,C,D,G
6675,S,R,T,
6676,D,G,,
6677,C,D,G,
6678,J,X,,
6679,W,S,R,T
6680,U,Q,R,T
6681,I,J,X,
6682,R,T,,
6683,D,G,,
6684,G,,,
6685,R,T,,
6686,G,,,
6687,G,,,
6688,O,P,V,
6689,T,,,
6690,F,D,G,
6691,V,,,
6692,A,C,D,G
6693,D,G,,
6694,R,T,,
6695,F,D,G,
6696,L,O,P,V
6697,Q,R,T,
6698,D,G,,
6699,J,X,,
6700,G,,,
6701,R,T,,
6702,T,,,
6703,B,C,D,G
6704,B,C,D,G
6705,F,D,G,
6706,Q,R,T,
6707,C,D,G,
6708,G,,,
6709,L,O,P,V
6710,P,V,,
6711,A,C,D,G
6712,E,F,D,G
6713,K,J,X,
6714,R,T,,
6715,A,C,D,G
6716,W,S,R,T
6717,W,S,R,T
6718,A,C,D,G
6719,M,O,P,V
6720,C,D,G,
6721,L,O,P,V
6722,X,,,
6723,C,D,G,
6724,H,I,J,X
6725,C,D,G,
6726,O,P,V,
6727,M,O,P,V
6728,A,C,D,G
6729,L,O,P,V
6730,L,O,P,V
6731,V,,,
6732,F,D,G,
6733,C,D,G,
6734,D,G,,
6735,D,G,,
6736,A,C,D,G
6737,K,J,X,
6738,V,,,
6739,C,D,G,
6740,L,O,P,V
6741,X,,,
6742,P,V,,
6743,W,S,R,T
6744,N,O,P,V
6745,L,O,P,V
6746,W,S,R,T
6747,I,J,X,
6748,S,R,T,
6749,R,T,,
6750,R,T,,
6751,D,G,,
6752,Q,R,T,
6753,H,I,J,X
6754,R,T,,
6755,V,,,
6756,M,O,P,V
6757,A,C,D,G
6758,F,D,G,
6759,L,O,P,V
6760,H,I,J,X
6761,W,S,R,T
6762,R,T,,
6763,M,O,P,V
6764,H,I,J,X
6765,P,V,,
6766,R,T,,
6767,B,C,D,G
6768,F,D,G,
6769,O,P,V,
6770,Q,R,T,
6771,L,O,P,V
6772,W,S,R,T
6773,M,O,P,V
6774,B,C,D,G
6775,M,O,P,V
6776,V,,,
6777,F,D,G,
6778,K,J,X,
6779,Q,R,T,
6780,O,P,V,
6781,O,P,V,
6782,T,,,
6783,L,O,P,V
6784,V,,,
6785,K,J,X,
6786,X,,,
6787,I,J,X,
6788,Q,R,T,
6789,I,J,X,
6790,W,S,R,T
6791,J,X,,
6792,W,S,R,T
6793,U,Q,R,T
6794,W,S,R,T
6795,E,F,D,G
6796,W,S,R,T
6797,U,Q,R,T
6798,L,O,P,V
6799,C,D,G,
6800,L,O,P,V
6801,M,O,P,V
6802,F,D,G,
6803,P,V,,
6804,U,Q,R,T
6805,A,C,D,G
6806,D,G,,
6807,L,O,P,V
6808,U,Q,R,T
6809,X,,,
6810,E,F,D,G
6811,J,X,,
6812,U,Q,R,T
6813,K,J,X,
6814,U,Q,R,T
6815,A,C,D,G
6816,V,,,
6817,A,C,D,G
6818,L,O,P,V
6819,E,F,D,G
6820,C,D,G,
6821,V,,,
6822,P,V,,
6823,I,J,X,
6824,U,Q,R,T
6825,L,O,P,V
6826,H,I,J,X
6827,A,C,D,G
6828,W,S,R,T
6829,E,F,D,G
6830,P,V,,
6831,J,X,,
6832,S,R,T,
6833,K,J,X,
6834,A,C,D,G
6835,K,J,X,
6836,A,C,D,G
6837,B,C,D,G
6838,V,,,
6839,W,S,R,T
6840,N,O,P,V
6841,I,J,X,
6842,H,I,J,X
6843,X,,,
6844,U,Q,R,T
6845,U,Q,R,T
6846,L,O,P,V
6847,O,P,V,
6848,F,D,G,
6849,S,R,T,
6850,I,J,X,
6851,B,C,D,G
6852,E,F,D,G
6853,Q,R,T,
6854,V,,,
6855,L,O,P,V
6856,O,P,V,
6857,M,O,P,V
6858,C,D,G,
6859,N,O,P,V
6860,S,R,T,
6861,A,C,D,G
6862,Q,R,T,
6863,V,,,
6864,D,G,,
6865,N,O,P,V
6866,V,,,
6867,S,R,T,
6868,N,O,P,V
6869,O,P,V,
6870,W,S,R,T
6871,E,F,D,G
6872,J,X,,
6873,P,V,,
6874,K,J,X,
6875,S,R,T,
6876,O,P,V,
6877,A,C,D,G
6878,N,O,P,V
6879,F,D,G,
6880,I,J,X,
6881,V,,,
6882,W,S,R,T
6883,V,,,
6884,R,T,,
6885,O,P,V,
6886,S,R,T,
6887,S,R,T,
6888,B,C,D,G
6889,M,O,P,V
6890,P,V,,
6891,W,S,R,T
6892,J,X,,
6893,W,S,R,T
6894,T,,,
6895,Q,R,T,
6896,X,,,
6897,N,O,P,V
6898,U,Q,R,T
6899,X,,,
6900,P,V,,
6901,D,G,,
6902,H,I,J,X
6903,A,C,D,G
6904,P,V,,
6905,L,O,P,V
6906,D,G,,
6907,F,D,G,
6908,J,X,,
6909,P,V,,
6910,B,C,D,G
6911,K,J,X,
6912,U,Q,R,T
6913,C,D,G,
6914,B,C,D,G
6915,E,F,D,G
6916,W,S,R,T
6917,P,V,,
6918,A,C,D,G
6919,R,T,,
6920,T,,,
6921,A,C,D,G
6922,O,P,V,
6923,K,J,X,
6924,W,S,R,T
6925,M,O,P,V
6926,H,I,J,X
6927,V,,,
6928,O,P,V,
6929,X,,,
6930,X,,,
6931,S,R,T,
6932,H,I,J,X
6933,M,O,P,V
6934,D,G,,
6935,W,S,R,T
6936,B,C,D,G
6937,V,,,
6938,C,D,G,
6939,T,,,
6940,G,,,
6941,V,,,
6942,B,C,D,G
6943,E,F,D,G
6944,K,J,X,
6945,M,O,P,V
6946,M,O,P,V
6947,D,G,,
6948,F,D,G,
6949,L,O,P,V
6950,F,D,G,
6951,D,G,,
6952,P,V,,
6953,V,,,
6954,H,I,J,X
6955,N,O,P,V
6956,N,O,P,V
6957,X,,,
6958,G,,,
6959,G,,,
6960,O,P,V,
6961,P,V,,
6962,G,,,
6963,N,O,P,V
6964,C,D,G,
6965,I,J,X,
6966,Q,R,T,
6967,E,F,D,G
6968,N,O,P,V
6969,H,I,J,X
6970,R,T,,
6971,I,J,X,
6972,D,G,,
6973,V,,,
6974,U,Q,R,T
6975,L,O,P,V
6976,X,,,
6977,Q,R,T,
6978,K,J,X,
6979,K,J,X,
6980,T,,,
6981,P,V,,
6982,E,F,D,G
6983,V,,,
6984,A,C,D,G
6985,M,O,P,V
6986,C,D,G,
6987,N,O,P,V
6988,H,I,J,X
6989,V,,,
6990,D,G,,
6991,X,,,
6992,W,S,R,T
6993,J,X,,
6994,U,Q,R,T
6995,D,G,,
6996,E,F,D,G
6997,J,X,,
6998,M,O,P,V
6999,L,O,P,V
7000,K,J,X,
7001,L,O,P,V
7002,V,,,
7003,W,S,R,T
7004,H,I,J,X
7005,K,J,X,
7006,Q,R,T,
7007,W,S,R,T
7008,Q,R,T,
7009,W,S,R,T
7010,K,J,X,
7011,K,J,X,
7012,K,J,X,
7013,Q,R,T,
7014,K,J,X,
7015,P,V,,
7016,W,S,R,T
7017,B,C,D,G
7018,E,F,D,G
7019,B,C,D,G
7020,I,J,X,
7021,N,O,P,V
7022,Q,R,T,
7023,I,J,X,
7024,G,,,
7025,B,C,D,G
7026,Q,R,T,
7027,D,G,,
7028,S,R,T,
7029,J,X,,
7030,T,,,
7031,S,R,T,
7032,C,D,G,
7033,B,C,D,G
7034,T,,,
7035,Q,R,T,
7036,T,,,
7037,O,P,V,
7038,O,P,V,
7039,G,,,
7040,R,T,,
7041,J,X,,
7042,K,J,X,
7043,E,F,D,G
7044,M,O,P,V
7045,N,O,P,V
7046,R,T,,
7047,K,J,X,
7048,A,C,D,G
7049,A,C,D,G
7050,P,V,,
7051,F,D,G,
7052,K,J,X,
7053,G,,,
7054,U,Q,R,T
7055,B,C,D,G
7056,N,O,P,V
7057,A,C,D,G
7058,C,D,G,
7059,E,F,D,G
7060,M,O,P,V
7061,T,,,
7062,U,Q,R,T
7063,C,D,G,
7064,K,J,X,
7065,Q,R,T,
7066,U,Q,R,T
7067,O,P,V,
7068,U,Q,R,T
7069,G,,,
7070,W,S,R,T
7071,I,J,X,
7072,X,,,
7073,W,S,R,T
7074,N,O,P,V
7075,S,R,T,
7076,X,,,
7077,V,,,
7078,D,G,,
7079,D,G,,
7080,B,C,D,G
7081,D,G,,
7082,O,P,V,
7083,N,O,P,V
7084,K,J,X,
7085,M,O,P,V
7086,X,,,
7087,B,C,D,G
7088,N,O,P,V
7089,F,D,G,
7090,H,I,J,X
7091,K,J,X,
7092,U,Q,R,T
7093,L,O,P,V
7094,T,,,
7095,Q,R,T,
7096,O,P,V,
7097,C,D,G,
7098,W,S,R,T
7099,O,P,V,
7100,N,O,P,V
7101,B,C,D,G
7102,U,Q,R,T
7103,R,T,,
7104,W,S,R,T
7105,S,R,T,
7106,T,,,
7107,K,J,X,
7108,G,,,
7109,T,,,
7110,I,J,X,
7111,N,O,P,V
7112,S,R,T,
7113,E,F,D,G
7114,A,C,D,G
7115,C,D,G,
7116,B,C,D,G
7117,F,D,G,
7118,J,X,,
